Timestamp,User,Data Store,Entity,Data Type,Id,Process Model Name,Process Model Id,Process Name,Process Id,Node Display Name,Node Id,Comment
28 Nov 2017 06:45:32 GMT,csa.projectadmin,BTS_CSA,CSA_CASE_DOCUMENT,{urn:com:appian:types:BTS_CSA}CSA_caseDocument,11,CSA Delete from Database,165,CSA Delete from Database,129,Delete from Data Store Entities,1578,
28 Nov 2017 06:45:32 GMT,csa.projectadmin,BTS_CSA,CSA_CASE_DOCUMENT,{urn:com:appian:types:BTS_CSA}CSA_caseDocument,12,CSA Delete from Database,165,CSA Delete from Database,129,Delete from Data Store Entities,1578,
28 Nov 2017 06:45:32 GMT,csa.projectadmin,BTS_CSA,CSA_CASE_DOCUMENT,{urn:com:appian:types:BTS_CSA}CSA_caseDocument,13,CSA Delete from Database,165,CSA Delete from Database,129,Delete from Data Store Entities,1578,
28 Nov 2017 06:45:32 GMT,csa.projectadmin,BTS_CSA,CSA_CASE_DOCUMENT,{urn:com:appian:types:BTS_CSA}CSA_caseDocument,14,CSA Delete from Database,165,CSA Delete from Database,129,Delete from Data Store Entities,1578,
28 Nov 2017 06:45:32 GMT,csa.projectadmin,BTS_CSA,CSA_CASE_DOCUMENT,{urn:com:appian:types:BTS_CSA}CSA_caseDocument,15,CSA Delete from Database,165,CSA Delete from Database,129,Delete from Data Store Entities,1578,
28 Nov 2017 06:45:32 GMT,csa.projectadmin,BTS_CSA,CSA_CASE_DOCUMENT,{urn:com:appian:types:BTS_CSA}CSA_caseDocument,16,CSA Delete from Database,165,CSA Delete from Database,129,Delete from Data Store Entities,1578,
28 Nov 2017 06:45:32 GMT,csa.projectadmin,BTS_CSA,CSA_CASE_DOCUMENT,{urn:com:appian:types:BTS_CSA}CSA_caseDocument,17,CSA Delete from Database,165,CSA Delete from Database,129,Delete from Data Store Entities,1578,
28 Nov 2017 06:45:32 GMT,csa.projectadmin,BTS_CSA,CSA_CASE_DOCUMENT,{urn:com:appian:types:BTS_CSA}CSA_caseDocument,18,CSA Delete from Database,165,CSA Delete from Database,129,Delete from Data Store Entities,1578,
28 Nov 2017 06:45:32 GMT,csa.projectadmin,BTS_CSA,CSA_CASE_DOCUMENT,{urn:com:appian:types:BTS_CSA}CSA_caseDocument,19,CSA Delete from Database,165,CSA Delete from Database,129,Delete from Data Store Entities,1578,
28 Nov 2017 06:45:32 GMT,csa.projectadmin,BTS_CSA,CSA_CASE_DOCUMENT,{urn:com:appian:types:BTS_CSA}CSA_caseDocument,20,CSA Delete from Database,165,CSA Delete from Database,129,Delete from Data Store Entities,1578,
28 Nov 2017 15:41:57 GMT,csa.projectadmin,BTS_CSA,CSA_CASE_DOCUMENT,{urn:com:appian:types:BTS_CSA}CSA_caseDocument,28,CSA Delete from Database,165,CSA Delete from Database,268435758,Delete from Data Store Entities,268438830,
29 Nov 2017 11:10:23 GMT,csa.companyadmin,BTS_CSA,CSA_CASE_DOCUMENT,{urn:com:appian:types:BTS_CSA}CSA_caseDocument,101,CSA Delete from Database,165,CSA Delete from Database,536871633,Delete from Data Store Entities,536879378,
29 Nov 2017 11:10:23 GMT,csa.companyadmin,BTS_CSA,CSA_PROJECT_TEMPLATE,{urn:com:appian:types:BTS_CSA}CSA_projectTemplate,7,CSA Delete from Database,165,CSA Delete from Database,536871634,Delete from Data Store Entities,536879389,
29 Nov 2017 11:43:54 GMT,arpitcco@yopmail.com,BTS_CSA,CSA_CASE_DOCUMENT,{urn:com:appian:types:BTS_CSA}CSA_caseDocument,97,CSA Delete from Database,165,CSA Delete from Database,536871688,Delete from Data Store Entities,536879968,
29 Nov 2017 11:43:54 GMT,arpitcco@yopmail.com,BTS_CSA,CSA_PROJECT_TEMPLATE,{urn:com:appian:types:BTS_CSA}CSA_projectTemplate,1,CSA Delete from Database,165,CSA Delete from Database,536871689,Delete from Data Store Entities,536879979,
29 Nov 2017 11:43:54 GMT,arpitcco@yopmail.com,BTS_CSA,CSA_PROJECT_TEMPLATE,{urn:com:appian:types:BTS_CSA}CSA_projectTemplate,2,CSA Delete from Database,165,CSA Delete from Database,536871689,Delete from Data Store Entities,536879979,
29 Nov 2017 11:43:54 GMT,arpitcco@yopmail.com,BTS_CSA,CSA_PROJECT_TEMPLATE,{urn:com:appian:types:BTS_CSA}CSA_projectTemplate,6,CSA Delete from Database,165,CSA Delete from Database,536871689,Delete from Data Store Entities,536879979,
29 Nov 2017 11:51:51 GMT,csa.companyadmin,BTS_CSA,BTS_PROJECT_USER_MAPPING,{urn:com:appian:types:BTS_CSA}BTS_projectUserMapping,15,CSA Delete from Database,165,CSA Delete from Database,433,Delete from Data Store Entities,4946,
30 Nov 2017 06:08:09 GMT,rishiraj.maken,BTS_CSA,CSA_CASE_DOCUMENT,{urn:com:appian:types:BTS_CSA}CSA_caseDocument,122,CSA Delete from Database,165,CSA Delete from Database,536871893,Delete from Data Store Entities,536882533,
30 Nov 2017 10:57:39 GMT,csa.projectcaseofficer,BTS_CSA,CSA_CASE_DOCUMENT,{urn:com:appian:types:BTS_CSA}CSA_caseDocument,171,CSA Delete from Database,165,CSA Delete from Database,268436283,Delete from Data Store Entities,268445141,
30 Nov 2017 10:57:39 GMT,csa.projectcaseofficer,BTS_CSA,CSA_CASE_DOCUMENT,{urn:com:appian:types:BTS_CSA}CSA_caseDocument,172,CSA Delete from Database,165,CSA Delete from Database,268436283,Delete from Data Store Entities,268445141,
30 Nov 2017 10:57:39 GMT,csa.projectcaseofficer,BTS_CSA,CSA_CASE_DOCUMENT,{urn:com:appian:types:BTS_CSA}CSA_caseDocument,173,CSA Delete from Database,165,CSA Delete from Database,268436283,Delete from Data Store Entities,268445141,
30 Nov 2017 10:57:39 GMT,csa.projectcaseofficer,BTS_CSA,CSA_CASE_DOCUMENT,{urn:com:appian:types:BTS_CSA}CSA_caseDocument,174,CSA Delete from Database,165,CSA Delete from Database,268436283,Delete from Data Store Entities,268445141,
30 Nov 2017 10:57:39 GMT,csa.projectcaseofficer,BTS_CSA,CSA_CASE_DOCUMENT,{urn:com:appian:types:BTS_CSA}CSA_caseDocument,175,CSA Delete from Database,165,CSA Delete from Database,268436283,Delete from Data Store Entities,268445141,
30 Nov 2017 10:57:39 GMT,csa.projectcaseofficer,BTS_CSA,CSA_CASE_DOCUMENT,{urn:com:appian:types:BTS_CSA}CSA_caseDocument,176,CSA Delete from Database,165,CSA Delete from Database,268436283,Delete from Data Store Entities,268445141,
30 Nov 2017 10:57:39 GMT,csa.projectcaseofficer,BTS_CSA,CSA_CASE_DOCUMENT,{urn:com:appian:types:BTS_CSA}CSA_caseDocument,177,CSA Delete from Database,165,CSA Delete from Database,268436283,Delete from Data Store Entities,268445141,
30 Nov 2017 10:57:39 GMT,csa.projectcaseofficer,BTS_CSA,CSA_CASE_DOCUMENT,{urn:com:appian:types:BTS_CSA}CSA_caseDocument,178,CSA Delete from Database,165,CSA Delete from Database,268436283,Delete from Data Store Entities,268445141,
30 Nov 2017 10:57:39 GMT,csa.projectcaseofficer,BTS_CSA,CSA_CASE_DOCUMENT,{urn:com:appian:types:BTS_CSA}CSA_caseDocument,179,CSA Delete from Database,165,CSA Delete from Database,268436283,Delete from Data Store Entities,268445141,
30 Nov 2017 10:57:39 GMT,csa.projectcaseofficer,BTS_CSA,CSA_CASE_DOCUMENT,{urn:com:appian:types:BTS_CSA}CSA_caseDocument,180,CSA Delete from Database,165,CSA Delete from Database,268436283,Delete from Data Store Entities,268445141,
30 Nov 2017 10:57:39 GMT,csa.projectcaseofficer,BTS_CSA,CSA_CASE_DOCUMENT,{urn:com:appian:types:BTS_CSA}CSA_caseDocument,181,CSA Delete from Database,165,CSA Delete from Database,268436283,Delete from Data Store Entities,268445141,
30 Nov 2017 10:57:39 GMT,csa.projectcaseofficer,BTS_CSA,CSA_CASE_DOCUMENT,{urn:com:appian:types:BTS_CSA}CSA_caseDocument,182,CSA Delete from Database,165,CSA Delete from Database,268436283,Delete from Data Store Entities,268445141,
30 Nov 2017 10:57:39 GMT,csa.projectcaseofficer,BTS_CSA,CSA_CASE_DOCUMENT,{urn:com:appian:types:BTS_CSA}CSA_caseDocument,183,CSA Delete from Database,165,CSA Delete from Database,268436283,Delete from Data Store Entities,268445141,
30 Nov 2017 10:57:39 GMT,csa.projectcaseofficer,BTS_CSA,CSA_CASE_DOCUMENT,{urn:com:appian:types:BTS_CSA}CSA_caseDocument,184,CSA Delete from Database,165,CSA Delete from Database,268436283,Delete from Data Store Entities,268445141,
30 Nov 2017 10:57:39 GMT,csa.projectcaseofficer,BTS_CSA,CSA_CASE_DOCUMENT,{urn:com:appian:types:BTS_CSA}CSA_caseDocument,185,CSA Delete from Database,165,CSA Delete from Database,268436283,Delete from Data Store Entities,268445141,
